품목코드,식품유형,성상,포장방법,기존유통기한,보존유통온도,보관방법,기준온도,품질안전한계기간_일,안전계수,소비기한참고값_일,단위,온도별_상세_json,source_pdf,source_page,추출일시
23-2-1-7,신선편의식품,고상,밀봉포장,5일,냉장(10℃ 이하),냉장,10℃,6,0.89,5,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 6, ""안전계수"": 0.89, ""소비기한참고값"": 5, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.89, ""소비기한참고값"": 8, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",23. 즉석식품류-1.pdf,107,2026-07-03 21:55:04
23-2-1-8,신선편의식품,고상,밀봉포장,5일,냉장(5℃ 이하),냉장,5℃,8,0.69,5,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 3, ""안전계수"": 0.69, ""소비기한참고값"": 2, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 8, ""안전계수"": 0.69, ""소비기한참고값"": 5, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",23. 즉석식품류-1.pdf,117,2026-07-03 21:55:04
23-2-1-9,신선편의식품,고상,밀봉포장,5일,냉장(5℃ 이하),냉장,5℃,8,0.69,5,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 3, ""안전계수"": 0.69, ""소비기한참고값"": 2, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 8, ""안전계수"": 0.69, ""소비기한참고값"": 5, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",23. 즉석식품류-1.pdf,127,2026-07-03 21:55:04
23-2-2-1,즉석섭취식품,고상,밀봉포장,30일,냉장보관,냉장,10℃,52,0.77,40,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 52, ""안전계수"": 0.77, ""소비기한참고값"": 40, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 60, ""안전계수"": 0.77, ""소비기한참고값"": 46, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",23. 즉석식품류-2.pdf,12,2026-07-03 21:55:07
23-2-2-10,즉석섭취식품,고상,일반포장,72시간,냉장(10℃ 이하),냉장,10℃,5.25,0.69,3.58,시간,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 5.25, ""안전계수"": 0.69, ""소비기한참고값"": 3.58, ""단위"": ""시간""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 5.25, ""안전계수"": 0.69, ""소비기한참고값"": 3.58, ""단위"": ""시간""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 2.25, ""안전계수"": 0.69, ""소비기한참고값"": 1.54, ""단위"": ""시간""}]",23. 즉석식품류-2.pdf,102,2026-07-03 21:55:07
23-2-2-11,즉석섭취식품,고상,일반포장,48시간,냉장(10℃ 이하),냉장,10℃,3.5,0.73,2.54,시간,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 3.5, ""안전계수"": 0.73, ""소비기한참고값"": 2.54, ""단위"": ""시간""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 4.0, ""안전계수"": 0.73, ""소비기한참고값"": 2.92, ""단위"": ""시간""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 1.5, ""안전계수"": 0.73, ""소비기한참고값"": 1.08, ""단위"": ""시간""}]",23. 즉석식품류-2.pdf,112,2026-07-03 21:55:07
23-2-2-12,즉석섭취식품,고상,일반포장,69시간,냉장(10℃ 이하),냉장,10℃,5.75,0.69,3.96,시간,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 5.75, ""안전계수"": 0.69, ""소비기한참고값"": 3.96, ""단위"": ""시간""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 5.75, ""안전계수"": 0.69, ""소비기한참고값"": 3.96, ""단위"": ""시간""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 5.75, ""안전계수"": 0.69, ""소비기한참고값"": 3.96, ""단위"": ""시간""}]",23. 즉석식품류-2.pdf,122,2026-07-03 21:55:07
23-2-2-13,즉석섭취식품,고상,일반포장,65시간,냉장(10℃ 이하),냉장,10℃,4.71,0.73,3.42,시간,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 4.71, ""안전계수"": 0.73, ""소비기한참고값"": 3.42, ""단위"": ""시간""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 5.42, ""안전계수"": 0.73, ""소비기한참고값"": 3.92, ""단위"": ""시간""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""시간""}]",23. 즉석식품류-2.pdf,132,2026-07-03 21:55:07
23-2-2-14,즉석섭취식품,고상,밀봉포장,97시간,냉장(10℃ 이하),냉장,10℃,7.04,0.73,5.12,시간,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 7.04, ""안전계수"": 0.73, ""소비기한참고값"": 5.12, ""단위"": ""시간""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 8.08, ""안전계수"": 0.73, ""소비기한참고값"": 5.88, ""단위"": ""시간""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 3.0, ""안전계수"": 0.73, ""소비기한참고값"": 2.17, ""단위"": ""시간""}]",23. 즉석식품류-2.pdf,142,2026-07-03 21:55:07
23-2-2-15,즉석섭취식품,고상,일반포장,48시간,냉장(10℃ 이하),냉장,10℃,3.0,0.73,2.17,시간,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 3.0, ""안전계수"": 0.73, ""소비기한참고값"": 2.17, ""단위"": ""시간""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 3.5, ""안전계수"": 0.73, ""소비기한참고값"": 2.54, ""단위"": ""시간""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 2.0, ""안전계수"": 0.73, ""소비기한참고값"": 1.46, ""단위"": ""시간""}]",23. 즉석식품류-2.pdf,152,2026-07-03 21:55:07
23-2-2-16,즉석섭취식품,고상,일반포장,43시간,냉장(10℃ 이하),냉장,10℃,2.67,0.69,1.83,시간,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 2.67, ""안전계수"": 0.69, ""소비기한참고값"": 1.83, ""단위"": ""시간""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 3.58, ""안전계수"": 0.69, ""소비기한참고값"": 2.46, ""단위"": ""시간""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 1.33, ""안전계수"": 0.69, ""소비기한참고값"": 0.92, ""단위"": ""시간""}]",23. 즉석식품류-2.pdf,162,2026-07-03 21:55:07
23-2-2-17,즉석섭취식품,고상,일반포장,65시간,냉장(10℃ 이하),냉장,10℃,4.04,0.69,2.75,시간,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 4.04, ""안전계수"": 0.69, ""소비기한참고값"": 2.75, ""단위"": ""시간""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 5.42, ""안전계수"": 0.69, ""소비기한참고값"": 3.71, ""단위"": ""시간""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""시간""}]",23. 즉석식품류-2.pdf,172,2026-07-03 21:55:07
23-2-2-18,즉석섭취식품,고상,일반포장,45시간,냉장(10℃ 이하),냉장,10℃,2.79,0.69,1.92,시간,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 2.79, ""안전계수"": 0.69, ""소비기한참고값"": 1.92, ""단위"": ""시간""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 3.25, ""안전계수"": 0.69, ""소비기한참고값"": 2.21, ""단위"": ""시간""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 1.38, ""안전계수"": 0.69, ""소비기한참고값"": 0.92, ""단위"": ""시간""}]",23. 즉석식품류-2.pdf,182,2026-07-03 21:55:07
23-2-2-19,즉석섭취식품,고상,일반포장,45시간,냉장(10℃ 이하),냉장,10℃,2.79,0.69,1.92,시간,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 2.79, ""안전계수"": 0.69, ""소비기한참고값"": 1.92, ""단위"": ""시간""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 3.25, ""안전계수"": 0.69, ""소비기한참고값"": 2.21, ""단위"": ""시간""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""시간""}]",23. 즉석식품류-2.pdf,192,2026-07-03 21:55:07
23-2-2-2,즉석섭취식품,고상,밀봉포장,30일,냉장(10℃ 이하),냉장,10℃,60,0.77,46,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 60, ""안전계수"": 0.77, ""소비기한참고값"": 46, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 60, ""안전계수"": 0.77, ""소비기한참고값"": 46, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 60, ""안전계수"": 0.77, ""소비기한참고값"": 46, ""단위"": ""일""}]",23. 즉석식품류-2.pdf,22,2026-07-03 21:55:07
23-2-2-20,즉석섭취식품,고상,일반포장,45시간,냉장(10℃ 이하),냉장,10℃,2.79,0.69,1.92,시간,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 2.79, ""안전계수"": 0.69, ""소비기한참고값"": 1.92, ""단위"": ""시간""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 3.75, ""안전계수"": 0.69, ""소비기한참고값"": 2.58, ""단위"": ""시간""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 1.38, ""안전계수"": 0.69, ""소비기한참고값"": 0.92, ""단위"": ""시간""}]",23. 즉석식품류-2.pdf,202,2026-07-03 21:55:07
23-2-2-21,즉석섭취식품,고상,밀봉포장,89시간,냉장(10℃ 이하),냉장,10℃,5.54,0.69,3.79,시간,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 5.54, ""안전계수"": 0.69, ""소비기한참고값"": 3.79, ""단위"": ""시간""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 6.46, ""안전계수"": 0.69, ""소비기한참고값"": 4.42, ""단위"": ""시간""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 2.75, ""안전계수"": 0.69, ""소비기한참고값"": 1.88, ""단위"": ""시간""}]",23. 즉석식품류-2.pdf,212,2026-07-03 21:55:07
23-2-2-22,즉석섭취식품,고상,밀봉포장,45시간,냉장(10℃ 이하),냉장,10℃,2.79,0.69,1.92,시간,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 2.79, ""안전계수"": 0.69, ""소비기한참고값"": 1.92, ""단위"": ""시간""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 3.75, ""안전계수"": 0.69, ""소비기한참고값"": 2.58, ""단위"": ""시간""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""시간""}]",23. 즉석식품류-2.pdf,222,2026-07-03 21:55:07
23-2-2-23,즉석섭취식품,고상,일반포장,72시간,냉장(10℃ 이하),냉장,10℃,4.5,0.69,3.08,시간,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 4.5, ""안전계수"": 0.69, ""소비기한참고값"": 3.08, ""단위"": ""시간""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 5.25, ""안전계수"": 0.69, ""소비기한참고값"": 3.58, ""단위"": ""시간""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""시간""}]",23. 즉석식품류-2.pdf,232,2026-07-03 21:55:07
23-2-2-24,즉석섭취식품,고상,일반포장,48시간,냉장(10℃ 이하),냉장,10℃,3.0,0.69,2.04,시간,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 3.0, ""안전계수"": 0.69, ""소비기한참고값"": 2.04, ""단위"": ""시간""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 3.5, ""안전계수"": 0.69, ""소비기한참고값"": 2.38, ""단위"": ""시간""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 1.5, ""안전계수"": 0.69, ""소비기한참고값"": 1.0, ""단위"": ""시간""}]",23. 즉석식품류-2.pdf,242,2026-07-03 21:55:07
23-2-2-25,즉석섭취식품,고상,일반포장,48시간,냉장(10℃ 이하),냉장,10℃,3.0,0.69,2.04,시간,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 3.0, ""안전계수"": 0.69, ""소비기한참고값"": 2.04, ""단위"": ""시간""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 4.0, ""안전계수"": 0.69, ""소비기한참고값"": 2.75, ""단위"": ""시간""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""시간""}]",23. 즉석식품류-2.pdf,252,2026-07-03 21:55:07
23-2-2-26,즉석섭취식품,고상,밀봉포장,96시간,냉장(10℃ 이하),냉장,10℃,6.0,0.69,4.12,시간,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 6.0, ""안전계수"": 0.69, ""소비기한참고값"": 4.12, ""단위"": ""시간""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 7.0, ""안전계수"": 0.69, ""소비기한참고값"": 4.79, ""단위"": ""시간""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 3.0, ""안전계수"": 0.69, ""소비기한참고값"": 2.04, ""단위"": ""시간""}]",23. 즉석식품류-2.pdf,262,2026-07-03 21:55:07
23-2-2-27,즉석섭취식품,고상,밀봉포장,96시간,냉장(10℃ 이하),냉장,10℃,6.0,0.69,4.12,시간,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 6.0, ""안전계수"": 0.69, ""소비기한참고값"": 4.12, ""단위"": ""시간""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 7.0, ""안전계수"": 0.69, ""소비기한참고값"": 4.79, ""단위"": ""시간""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""시간""}]",23. 즉석식품류-2.pdf,272,2026-07-03 21:55:07
