품목코드,식품유형,성상,포장방법,기존유통기한,보존유통온도,보관방법,기준온도,품질안전한계기간_일,안전계수,소비기한참고값_일,단위,온도별_상세_json,source_pdf,source_page,추출일시
16-7-1-12,과.채가공품,고상,진공포장,7일,냉장(10℃ 이하),냉장,10℃,10,0.77,7,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.77, ""소비기한참고값"": 10, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,110,2026-07-03 21:54:32
16-7-1-13,과.채가공품,고상,진공포장,7일,냉장(10℃ 이하),냉장,10℃,10,0.77,7,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,119,2026-07-03 21:54:32
16-7-1-14,과·채가공품,고상,진공포장,15일,냉장(10℃ 이하),냉장,10℃,22,0.77,16,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 22, ""안전계수"": 0.77, ""소비기한참고값"": 16, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 30, ""안전계수"": 0.77, ""소비기한참고값"": 23, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,128,2026-07-03 21:54:32
16-7-1-15,과.채가공품,고상,진공포장,7일,냉장(10℃ 이하),냉장,10℃,10,0.77,7,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.77, ""소비기한참고값"": 10, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,137,2026-07-03 21:54:32
16-7-1-16,과.채가공품,고상,진공포장,7일,냉장(10℃ 이하),냉장,10℃,10,0.77,7,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.77, ""소비기한참고값"": 10, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,146,2026-07-03 21:54:32
16-7-1-17,과·채가공품,고상,진공포장,15일,냉장(10℃ 이하),냉장,10℃,22,0.77,16,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 22, ""안전계수"": 0.77, ""소비기한참고값"": 16, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 30, ""안전계수"": 0.77, ""소비기한참고값"": 23, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,155,2026-07-03 21:54:32
16-7-1-18,과·채가공품,고상,진공포장,7일,냉장(10℃ 이하),냉장,10℃,10,0.77,7,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 12, ""안전계수"": 0.77, ""소비기한참고값"": 9, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,164,2026-07-03 21:54:32
16-7-1-19,과·채가공품,고상,진공포장,7일,냉장(10℃ 이하),냉장,10℃,10,0.77,7,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.77, ""소비기한참고값"": 10, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,173,2026-07-03 21:54:32
16-7-1-2,과·채가공품,고상,진공포장,7일,냉장(10℃ 이하),냉장,10℃,10,0.77,7,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.77, ""소비기한참고값"": 10, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,20,2026-07-03 21:54:32
16-7-1-20,과.채가공품,고상,일반포장,7일,냉장(10℃ 이하),냉장,10℃,14,0.89,12,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.89, ""소비기한참고값"": 12, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.89, ""소비기한참고값"": 12, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 8, ""안전계수"": 0.89, ""소비기한참고값"": 7, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,183,2026-07-03 21:54:32
16-7-1-21,과.채가공품,고상,일반포장,7일,냉장(10℃ 이하),냉장,10℃,10,0.89,8,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.89, ""소비기한참고값"": 8, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.89, ""소비기한참고값"": 12, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,193,2026-07-03 21:54:32
16-7-1-22,과.채가공품,고상,일반포장,7일,냉장(10℃ 이하),냉장,10℃,10,0.89,8,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.89, ""소비기한참고값"": 8, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.89, ""소비기한참고값"": 12, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,203,2026-07-03 21:54:32
16-7-1-23,과.채가공품,고상,일반포장,7일,냉장(10℃ 이하),냉장,10℃,12,0.89,10,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 12, ""안전계수"": 0.89, ""소비기한참고값"": 10, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.89, ""소비기한참고값"": 12, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 10, ""안전계수"": 0.89, ""소비기한참고값"": 8, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,213,2026-07-03 21:54:32
16-7-1-24,과.채가공품,고상,일반포장,7일,냉장(10℃ 이하),냉장,10℃,14,0.93,13,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.93, ""소비기한참고값"": 13, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.93, ""소비기한참고값"": 13, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,223,2026-07-03 21:54:32
16-7-1-25,과.채가공품,고상,일반포장,7일,냉장(10℃ 이하),냉장,10℃,12,0.89,10,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 12, ""안전계수"": 0.89, ""소비기한참고값"": 10, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.89, ""소비기한참고값"": 12, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 10, ""안전계수"": 0.89, ""소비기한참고값"": 8, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,233,2026-07-03 21:54:32
16-7-1-26,과.채가공품,고상,일반포장,7일,냉장(10℃ 이하),냉장,10℃,14,0.89,12,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.89, ""소비기한참고값"": 12, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.89, ""소비기한참고값"": 12, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 10, ""안전계수"": 0.89, ""소비기한참고값"": 8, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,243,2026-07-03 21:54:32
16-7-1-27,과･채가공품,점조액상,밀봉포장,20일,냉장(10℃ 이하),냉장,10℃,40,0.77,30,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 40, ""안전계수"": 0.77, ""소비기한참고값"": 30, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 40, ""안전계수"": 0.77, ""소비기한참고값"": 30, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 35, ""안전계수"": 0.77, ""소비기한참고값"": 26, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,252,2026-07-03 21:54:32
16-7-1-28,과･채가공품,고상,일반포장,10일,냉장(10℃ 이하),냉장,10℃,20,0.77,15,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 20, ""안전계수"": 0.77, ""소비기한참고값"": 15, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 20, ""안전계수"": 0.77, ""소비기한참고값"": 15, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,261,2026-07-03 21:54:32
16-7-1-29,과･채가공품,고상,밀봉포장,6일,냉장(10℃ 이하),냉장,10℃,9,0.77,6,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 9, ""안전계수"": 0.77, ""소비기한참고값"": 6, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,270,2026-07-03 21:54:32
16-7-1-3,과·채가공품,고상,진공포장,7일,냉장(10℃ 이하),냉장,10℃,10,0.77,7,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 12, ""안전계수"": 0.77, ""소비기한참고값"": 9, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 5, ""안전계수"": 0.77, ""소비기한참고값"": 3, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,29,2026-07-03 21:54:32
16-7-1-30,과･채가공품,고상,밀봉포장,6일,냉장(10℃ 이하),냉장,10℃,9,0.77,6,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 9, ""안전계수"": 0.77, ""소비기한참고값"": 6, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 12, ""안전계수"": 0.77, ""소비기한참고값"": 9, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,279,2026-07-03 21:54:32
16-7-1-31,과･채가공품,고상,밀봉포장,5일,냉장(10℃ 이하),냉장,10℃,10,0.77,7,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,288,2026-07-03 21:54:32
16-7-1-32,과･채가공품,고상,밀봉포장,14일,냉장(10℃ 이하),냉장,10℃,28,0.77,21,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 28, ""안전계수"": 0.77, ""소비기한참고값"": 21, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 28, ""안전계수"": 0.77, ""소비기한참고값"": 21, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,297,2026-07-03 21:54:32
16-7-1-33,과･채가공품,고상,밀봉포장,5일,냉장(10℃ 이하),냉장,10℃,10,0.77,7,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,306,2026-07-03 21:54:32
16-7-1-34,과･채가공품,고상,일반포장,10일,냉장(10℃ 이하),냉장,10℃,12,0.89,10,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 12, ""안전계수"": 0.89, ""소비기한참고값"": 10, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 20, ""안전계수"": 0.89, ""소비기한참고값"": 17, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,315,2026-07-03 21:54:32
16-7-1-35,과･채가공품,고상,일반포장,7일,냉장(10℃ 이하),냉장,10℃,14,0.77,10,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.77, ""소비기한참고값"": 10, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.77, ""소비기한참고값"": 10, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 14, ""안전계수"": 0.77, ""소비기한참고값"": 10, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,324,2026-07-03 21:54:32
16-7-1-36,과･채가공품,고상,밀봉포장,5일,냉장(10℃ 이하),냉장,10℃,10,0.77,7,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 3, ""안전계수"": 0.77, ""소비기한참고값"": 2, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,333,2026-07-03 21:54:32
16-7-1-37,과･채가공품,고상,밀봉포장,5일,냉장(10℃ 이하),냉장,10℃,10,0.77,7,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 6, ""안전계수"": 0.77, ""소비기한참고값"": 4, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,342,2026-07-03 21:54:32
16-7-1-38,과･채가공품,고상,밀봉포장,5일,냉장(10℃ 이하),냉장,10℃,10,0.77,7,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 5, ""안전계수"": 0.77, ""소비기한참고값"": 3, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,351,2026-07-03 21:54:32
16-7-1-39,과･채가공품,고상,일반포장,7일,냉장(10℃ 이하),냉장,10℃,10,0.77,7,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 12, ""안전계수"": 0.77, ""소비기한참고값"": 9, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 5, ""안전계수"": 0.77, ""소비기한참고값"": 3, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,360,2026-07-03 21:54:32
16-7-1-4,과·채가공품,고상,진공포장,7일,냉장(10℃ 이하),냉장,10℃,10,0.77,7,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.77, ""소비기한참고값"": 10, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 7, ""안전계수"": 0.77, ""소비기한참고값"": 5, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,38,2026-07-03 21:54:32
16-7-1-40,과･채가공품,고상,일반포장,7일,냉장(10℃ 이하),냉장,10℃,10,0.77,7,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.77, ""소비기한참고값"": 10, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 5, ""안전계수"": 0.77, ""소비기한참고값"": 3, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,369,2026-07-03 21:54:32
16-7-1-43,과･채가공품,고상,일반포장,6개월,실온(35℃),실온,35℃,228,0.95,216,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 366, ""안전계수"": 0.95, ""소비기한참고값"": 347, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 228, ""안전계수"": 0.95, ""소비기한참고값"": 216, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,397,2026-07-03 21:54:32
16-7-1-44,과･채가공품,고상,진공포장,7일,냉장(10℃ 이하),냉장,10℃,12,0.77,9,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 12, ""안전계수"": 0.77, ""소비기한참고값"": 9, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.77, ""소비기한참고값"": 10, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 5, ""안전계수"": 0.77, ""소비기한참고값"": 3, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,406,2026-07-03 21:54:32
16-7-1-45,과･채가공품,고상,진공포장,5일,냉장(10℃ 이하),냉장,10℃,7,0.77,5,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 7, ""안전계수"": 0.77, ""소비기한참고값"": 5, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,415,2026-07-03 21:54:32
16-7-1-46,과･채가공품,고상,밀봉포장,365일,실온(35℃),실온,35℃,730,16.0,693,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.95, ""소비기한참고값"": 693, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.95, ""소비기한참고값"": 693, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,422,2026-07-03 21:54:32
16-7-1-47,과･채가공품,고상,밀봉포장/ 질소충전/ 방습제,12개월,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,432,2026-07-03 21:54:32
16-7-1-5,과.채가공품,고상,진공포장,7일,냉장(10℃ 이하),냉장,10℃,12,0.77,9,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 12, ""안전계수"": 0.77, ""소비기한참고값"": 9, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 12, ""안전계수"": 0.77, ""소비기한참고값"": 9, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 5, ""안전계수"": 0.77, ""소비기한참고값"": 3, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,47,2026-07-03 21:54:32
16-7-1-6,과·채가공품,고상,진공포장,7일,냉장(10℃ 이하),냉장,10℃,14,0.77,10,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.77, ""소비기한참고값"": 10, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.77, ""소비기한참고값"": 10, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 10, ""안전계수"": 0.77, ""소비기한참고값"": 7, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,56,2026-07-03 21:54:32
16-7-1-7,과·채가공품,고상,진공포장,15일,냉장(10℃ 이하),냉장,10℃,30,0.77,23,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 30, ""안전계수"": 0.77, ""소비기한참고값"": 23, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 30, ""안전계수"": 0.77, ""소비기한참고값"": 23, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 30, ""안전계수"": 0.77, ""소비기한참고값"": 23, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,65,2026-07-03 21:54:32
16-7-1-8,과·채가공품,고상,진공포장,7일,냉장(10℃ 이하),냉장,10℃,14,0.77,10,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.77, ""소비기한참고값"": 10, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.77, ""소비기한참고값"": 10, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,74,2026-07-03 21:54:32
16-7-1-9,과·채가공품,고상,진공포장,7일,냉장(10℃ 이하),냉장,10℃,12,0.77,9,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 12, ""안전계수"": 0.77, ""소비기한참고값"": 9, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.77, ""소비기한참고값"": 10, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 5, ""안전계수"": 0.77, ""소비기한참고값"": 3, ""단위"": ""일""}]",16. 농산가공식품류-2.pdf,83,2026-07-03 21:54:32
